beverage_id,beverage_name,type,category,skill_level,prep_time_min,total_time_min,equipment,ingredients,instructions
3791,Tropical Whiskey Cocktail 3791,Cocktail,Cocktail,Pro,18,29,,"whiskey:82g,soda water:71ml,orange juice:89ml,berry syrup:44ml,cucumber:49g",Prepare the glassware for the tropical whiskey cocktail 3791|Combine whiskey with soda water and orange juice|Add berry syrup and cucumber and mix until balanced|Finish using a serving glass|Serve the tropical whiskey cocktail 3791 immediately
3792,Middle Eastern Apple Juice Mocktail 3792,Mocktail,Mocktail,Intermediate,8,11,,"apple juice:252ml,lemon juice:133ml,lime juice:211ml,watermelon:139ml,basil:5g",Prepare the glassware for the middle eastern apple juice mocktail 3792|Combine apple juice with lemon juice and lime juice|Add watermelon and basil and mix until balanced|Finish using a serving glass|Serve the middle eastern apple juice mocktail 3792 immediately
3793,Global Instant Coffee Coffee 3793,Coffee,Coffee,Intermediate,18,26,,"instant coffee:175ml,water:48ml,milk:145ml,ice:192g,brown sugar:63g",Prepare the glassware for the global instant coffee coffee 3793|Combine instant coffee with water and milk|Add ice and brown sugar and mix until balanced|Finish using a serving glass|Serve the global instant coffee coffee 3793 immediately
3794,Moroccan Black Tea Tea 3794,Tea,Tea,Beginner,11,18,,"black tea:283ml,milk:166ml,lemon juice:146ml,cardamom:14g,ginger:6g",Prepare the glassware for the moroccan black tea tea 3794|Combine black tea with milk and lemon juice|Add cardamom and ginger and mix until balanced|Finish using a serving glass|Serve the moroccan black tea tea 3794 immediately
3795,African Yogurt Smoothie 3795,Smoothie,Smoothie,Intermediate,20,23,Blender,"yogurt:31g,berries:56g,oats:66g,chia seeds:16g,peanut butter:22g",Prepare the glassware for the african yogurt smoothie 3795|Combine yogurt with berries and oats|Add chia seeds and peanut butter and mix until balanced|Finish using Blender|Serve the african yogurt smoothie 3795 immediately
3796,Mediterranean Tequila Cocktail 3796,Cocktail,Cocktail,Beginner,18,29,Blender,"tequila:39g,tonic water:69ml,lemon juice:101ml,passion fruit:60g,berry syrup:300ml",Prepare the glassware for the mediterranean tequila cocktail 3796|Combine tequila with tonic water and lemon juice|Add passion fruit and berry syrup and mix until balanced|Finish using Blender|Serve the mediterranean tequila cocktail 3796 immediately
3797,Middle Eastern Apple Juice Mocktail 3797,Mocktail,Mocktail,Intermediate,6,17,Blender,"apple juice:151ml,ginger:2g,honey:29g,strawberry:54g,mango:172g",Prepare the glassware for the middle eastern apple juice mocktail 3797|Combine apple juice with ginger and honey|Add strawberry and mango and mix until balanced|Finish using Blender|Serve the middle eastern apple juice mocktail 3797 immediately
3798,Nordic Cold Brew Coffee Coffee 3798,Coffee,Coffee,Beginner,10,21,Blender,"cold brew coffee:33ml,water:214ml,almond milk:215ml,cinnamon:7g,vanilla syrup:258ml",Prepare the glassware for the nordic cold brew coffee coffee 3798|Combine cold brew coffee with water and almond milk|Add cinnamon and vanilla syrup and mix until balanced|Finish using Blender|Serve the nordic cold brew coffee coffee 3798 immediately
3799,Moroccan Oolong Tea Tea 3799,Tea,Tea,Intermediate,20,29,,"oolong tea:172ml,lemon juice:80ml,hot water:216ml,cinnamon:12g,ginger:19g",Prepare the glassware for the moroccan oolong tea tea 3799|Combine oolong tea with lemon juice and hot water|Add cinnamon and ginger and mix until balanced|Finish using a serving glass|Serve the moroccan oolong tea tea 3799 immediately
3800,American Milk Smoothie 3800,Smoothie,Smoothie,Intermediate,15,28,Blender,"milk:61ml,oats:6g,banana:65g,chia seeds:13g,mint:10g",Prepare the glassware for the american milk smoothie 3800|Combine milk with oats and banana|Add chia seeds and mint and mix until balanced|Finish using Blender|Serve the american milk smoothie 3800 immediately
3801,Nordic Whiskey Cocktail 3801,Cocktail,Cocktail,Intermediate,8,19,Blender,"whiskey:76g,lemon juice:51ml,soda water:68ml,cucumber:147g,basil:11g",Prepare the glassware for the nordic whiskey cocktail 3801|Combine whiskey with lemon juice and soda water|Add cucumber and basil and mix until balanced|Finish using Blender|Serve the nordic whiskey cocktail 3801 immediately
3802,Caribbean Apple Juice Mocktail 3802,Mocktail,Mocktail,Intermediate,6,7,,"apple juice:112ml,lime juice:169ml,honey:64g,basil:11g,watermelon:256ml",Prepare the glassware for the caribbean apple juice mocktail 3802|Combine apple juice with lime juice and honey|Add basil and watermelon and mix until balanced|Finish using a serving glass|Serve the caribbean apple juice mocktail 3802 immediately
3803,Global Drip Coffee Coffee 3803,Coffee,Coffee,Intermediate,19,19,Espresso Machine,"drip coffee:130ml,water:129ml,oat milk:185ml,brown sugar:59g,vanilla syrup:161ml",Prepare the glassware for the global drip coffee coffee 3803|Combine drip coffee with water and oat milk|Add brown sugar and vanilla syrup and mix until balanced|Finish using Espresso Machine|Serve the global drip coffee coffee 3803 immediately
3804,Chinese Oolong Tea Tea 3804,Tea,Tea,Intermediate,15,16,,"oolong tea:293ml,milk:248ml,lemon juice:44ml,rose petals:43g,orange peel:77g",Prepare the glassware for the chinese oolong tea tea 3804|Combine oolong tea with milk and lemon juice|Add rose petals and orange peel and mix until balanced|Finish using a serving glass|Serve the chinese oolong tea tea 3804 immediately
3805,Asian Almond Milk Smoothie 3805,Smoothie,Smoothie,Beginner,14,19,Blender,"almond milk:284ml,mango:100g,spinach:82g,peanut butter:14g,chia seeds:16g",Prepare the glassware for the asian almond milk smoothie 3805|Combine almond milk with mango and spinach|Add peanut butter and chia seeds and mix until balanced|Finish using Blender|Serve the asian almond milk smoothie 3805 immediately
3806,Latin Gin Cocktail 3806,Cocktail,Cocktail,Intermediate,8,15,"Blender,Stove","gin:85g,soda water:33ml,lime juice:115ml,basil:9g,pineapple:97g","Prepare the glassware for the latin gin cocktail 3806|Combine gin with soda water and lime juice|Add basil and pineapple and mix until balanced|Finish using Blender, Stove|Serve the latin gin cocktail 3806 immediately"
3807,Global Orange Juice Mocktail 3807,Mocktail,Mocktail,Beginner,19,28,Stove,"orange juice:136ml,mint:11g,rose syrup:256ml,mango:150g,basil:8g",Prepare the glassware for the global orange juice mocktail 3807|Combine orange juice with mint and rose syrup|Add mango and basil and mix until balanced|Finish using Stove|Serve the global orange juice mocktail 3807 immediately
3808,Latin Cold Brew Coffee Coffee 3808,Coffee,Coffee,Beginner,11,19,Blender,"cold brew coffee:205ml,milk:285ml,water:257ml,vanilla syrup:250ml,ice:192g",Prepare the glassware for the latin cold brew coffee coffee 3808|Combine cold brew coffee with milk and water|Add vanilla syrup and ice and mix until balanced|Finish using Blender|Serve the latin cold brew coffee coffee 3808 immediately
3809,Indian Matcha Powder Tea 3809,Tea,Tea,Beginner,14,21,Stove,"matcha powder:82g,honey:86g,hot water:293ml,ginger:5g,cardamom:18g",Prepare the glassware for the indian matcha powder tea 3809|Combine matcha powder with honey and hot water|Add ginger and cardamom and mix until balanced|Finish using Stove|Serve the indian matcha powder tea 3809 immediately
3810,Asian Coconut Water Smoothie 3810,Smoothie,Smoothie,Intermediate,11,21,Blender,"coconut water:163ml,berries:213g,spinach:45g,ginger:7g,chia seeds:14g",Prepare the glassware for the asian coconut water smoothie 3810|Combine coconut water with berries and spinach|Add ginger and chia seeds and mix until balanced|Finish using Blender|Serve the asian coconut water smoothie 3810 immediately
3811,Asian Tequila Cocktail 3811,Cocktail,Cocktail,Intermediate,11,17,Blender,"tequila:15g,orange juice:292ml,ginger beer:7g,passion fruit:6g,berry syrup:249ml",Prepare the glassware for the asian tequila cocktail 3811|Combine tequila with orange juice and ginger beer|Add passion fruit and berry syrup and mix until balanced|Finish using Blender|Serve the asian tequila cocktail 3811 immediately
3812,Indian Pineapple Juice Mocktail 3812,Mocktail,Mocktail,Beginner,13,20,,"pineapple juice:285ml,lime juice:168ml,honey:56g,pomegranate:80g,mango:163g",Prepare the glassware for the indian pineapple juice mocktail 3812|Combine pineapple juice with lime juice and honey|Add pomegranate and mango and mix until balanced|Finish using a serving glass|Serve the indian pineapple juice mocktail 3812 immediately
3813,Vietnamese Instant Coffee Coffee 3813,Coffee,Coffee,Beginner,20,35,,"instant coffee:164ml,oat milk:235ml,milk:192ml,ice:196g,vanilla syrup:204ml",Prepare the glassware for the vietnamese instant coffee coffee 3813|Combine instant coffee with oat milk and milk|Add ice and vanilla syrup and mix until balanced|Finish using a serving glass|Serve the vietnamese instant coffee coffee 3813 immediately
3814,Indian Herbal Tea Tea 3814,Tea,Tea,Beginner,13,13,Blender,"herbal tea:125ml,hot water:156ml,honey:11g,ice:38g,cinnamon:9g",Prepare the glassware for the indian herbal tea tea 3814|Combine herbal tea with hot water and honey|Add ice and cinnamon and mix until balanced|Finish using Blender|Serve the indian herbal tea tea 3814 immediately
3815,Mediterranean Coconut Water Smoothie 3815,Smoothie,Smoothie,Beginner,12,14,Blender,"coconut water:219ml,oats:49g,berries:149g,chia seeds:15g,mint:18g",Prepare the glassware for the mediterranean coconut water smoothie 3815|Combine coconut water with oats and berries|Add chia seeds and mint and mix until balanced|Finish using Blender|Serve the mediterranean coconut water smoothie 3815 immediately
3816,Asian Rum Cocktail 3816,Cocktail,Cocktail,Beginner,15,29,"Blender,Stove","rum:43g,orange juice:271ml,lemon juice:192ml,basil:18g,passion fruit:76g","Prepare the glassware for the asian rum cocktail 3816|Combine rum with orange juice and lemon juice|Add basil and passion fruit and mix until balanced|Finish using Blender, Stove|Serve the asian rum cocktail 3816 immediately"
3817,Global Pineapple Juice Mocktail 3817,Mocktail,Mocktail,Beginner,7,22,Stove,"pineapple juice:87ml,lime juice:122ml,mint:12g,strawberry:26g,basil:16g",Prepare the glassware for the global pineapple juice mocktail 3817|Combine pineapple juice with lime juice and mint|Add strawberry and basil and mix until balanced|Finish using Stove|Serve the global pineapple juice mocktail 3817 immediately
3818,Global Cold Brew Coffee Coffee 3818,Coffee,Coffee,Intermediate,12,25,,"cold brew coffee:239ml,almond milk:260ml,milk:270ml,cinnamon:20g,ice:104g",Prepare the glassware for the global cold brew coffee coffee 3818|Combine cold brew coffee with almond milk and milk|Add cinnamon and ice and mix until balanced|Finish using a serving glass|Serve the global cold brew coffee coffee 3818 immediately
3819,Indian Black Tea Tea 3819,Tea,Tea,Intermediate,16,30,Blender,"black tea:207ml,lemon juice:112ml,mint:5g,cinnamon:9g,ice:205g",Prepare the glassware for the indian black tea tea 3819|Combine black tea with lemon juice and mint|Add cinnamon and ice and mix until balanced|Finish using Blender|Serve the indian black tea tea 3819 immediately
3820,African Coconut Water Smoothie 3820,Smoothie,Smoothie,Beginner,5,11,Blender,"coconut water:150ml,spinach:61g,mango:187g,peanut butter:29g,chia seeds:20g",Prepare the glassware for the african coconut water smoothie 3820|Combine coconut water with spinach and mango|Add peanut butter and chia seeds and mix until balanced|Finish using Blender|Serve the african coconut water smoothie 3820 immediately
3821,Asian Whiskey Cocktail 3821,Cocktail,Cocktail,Pro,7,17,,"whiskey:59g,tonic water:177ml,lemon juice:120ml,basil:14g,mint:7g",Prepare the glassware for the asian whiskey cocktail 3821|Combine whiskey with tonic water and lemon juice|Add basil and mint and mix until balanced|Finish using a serving glass|Serve the asian whiskey cocktail 3821 immediately
3822,European Coconut Water Mocktail 3822,Mocktail,Mocktail,Intermediate,16,22,Blender,"coconut water:171ml,lemon juice:192ml,rose syrup:270ml,strawberry:34g,mango:159g",Prepare the glassware for the european coconut water mocktail 3822|Combine coconut water with lemon juice and rose syrup|Add strawberry and mango and mix until balanced|Finish using Blender|Serve the european coconut water mocktail 3822 immediately
3823,Global Cold Brew Coffee Coffee 3823,Coffee,Coffee,Intermediate,20,32,Espresso Machine,"cold brew coffee:269ml,condensed milk:211ml,milk:71ml,cardamom:16g,cocoa:7g",Prepare the glassware for the global cold brew coffee coffee 3823|Combine cold brew coffee with condensed milk and milk|Add cardamom and cocoa and mix until balanced|Finish using Espresso Machine|Serve the global cold brew coffee coffee 3823 immediately
3824,British Herbal Tea Tea 3824,Tea,Tea,Intermediate,19,34,Blender,"herbal tea:112ml,lemon juice:117ml,honey:41g,orange peel:20g,ginger:15g",Prepare the glassware for the british herbal tea tea 3824|Combine herbal tea with lemon juice and honey|Add orange peel and ginger and mix until balanced|Finish using Blender|Serve the british herbal tea tea 3824 immediately
3825,African Coconut Water Smoothie 3825,Smoothie,Smoothie,Beginner,8,16,Blender,"coconut water:54ml,berries:63g,pineapple:159g,peanut butter:28g,ginger:8g",Prepare the glassware for the african coconut water smoothie 3825|Combine coconut water with berries and pineapple|Add peanut butter and ginger and mix until balanced|Finish using Blender|Serve the african coconut water smoothie 3825 immediately
3826,Tropical Gin Cocktail 3826,Cocktail,Cocktail,Pro,15,29,,"gin:15g,soda water:44ml,ginger beer:18g,mint:2g,pineapple:106g",Prepare the glassware for the tropical gin cocktail 3826|Combine gin with soda water and ginger beer|Add mint and pineapple and mix until balanced|Finish using a serving glass|Serve the tropical gin cocktail 3826 immediately
3827,Middle Eastern Sparkling Water Mocktail 3827,Mocktail,Mocktail,Beginner,6,14,Blender,"sparkling water:102ml,honey:54g,lime juice:150ml,mango:72g,pomegranate:44g",Prepare the glassware for the middle eastern sparkling water mocktail 3827|Combine sparkling water with honey and lime juice|Add mango and pomegranate and mix until balanced|Finish using Blender|Serve the middle eastern sparkling water mocktail 3827 immediately
3828,Latin Espresso Coffee 3828,Coffee,Coffee,Intermediate,5,18,Blender,"espresso:262ml,milk:59ml,water:110ml,cocoa:16g,vanilla syrup:223ml",Prepare the glassware for the latin espresso coffee 3828|Combine espresso with milk and water|Add cocoa and vanilla syrup and mix until balanced|Finish using Blender|Serve the latin espresso coffee 3828 immediately
3829,Indian Oolong Tea Tea 3829,Tea,Tea,Intermediate,16,21,,"oolong tea:280ml,honey:68g,hot water:214ml,orange peel:61g,cardamom:13g",Prepare the glassware for the indian oolong tea tea 3829|Combine oolong tea with honey and hot water|Add orange peel and cardamom and mix until balanced|Finish using a serving glass|Serve the indian oolong tea tea 3829 immediately
3830,Mediterranean Milk Smoothie 3830,Smoothie,Smoothie,Beginner,20,31,Blender,"milk:233ml,pineapple:158g,banana:159g,ginger:18g,cocoa:16g",Prepare the glassware for the mediterranean milk smoothie 3830|Combine milk with pineapple and banana|Add ginger and cocoa and mix until balanced|Finish using Blender|Serve the mediterranean milk smoothie 3830 immediately
3831,Nordic Tequila Cocktail 3831,Cocktail,Cocktail,Beginner,11,25,"Blender,Stove","tequila:32g,lime juice:132ml,lemon juice:96ml,passion fruit:38g,mint:15g","Prepare the glassware for the nordic tequila cocktail 3831|Combine tequila with lime juice and lemon juice|Add passion fruit and mint and mix until balanced|Finish using Blender, Stove|Serve the nordic tequila cocktail 3831 immediately"
3832,Global Sparkling Water Mocktail 3832,Mocktail,Mocktail,Beginner,14,22,Stove,"sparkling water:269ml,rose syrup:259ml,ginger:15g,mango:165g,basil:17g",Prepare the glassware for the global sparkling water mocktail 3832|Combine sparkling water with rose syrup and ginger|Add mango and basil and mix until balanced|Finish using Stove|Serve the global sparkling water mocktail 3832 immediately
3833,Global Instant Coffee Coffee 3833,Coffee,Coffee,Beginner,20,28,Espresso Machine,"instant coffee:250ml,condensed milk:41ml,milk:222ml,ice:199g,cardamom:13g",Prepare the glassware for the global instant coffee coffee 3833|Combine instant coffee with condensed milk and milk|Add ice and cardamom and mix until balanced|Finish using Espresso Machine|Serve the global instant coffee coffee 3833 immediately
3834,Japanese Black Tea Tea 3834,Tea,Tea,Beginner,20,28,Blender,"black tea:294ml,mint:9g,honey:27g,cinnamon:18g,cardamom:15g",Prepare the glassware for the japanese black tea tea 3834|Combine black tea with mint and honey|Add cinnamon and cardamom and mix until balanced|Finish using Blender|Serve the japanese black tea tea 3834 immediately
3835,American Coconut Water Smoothie 3835,Smoothie,Smoothie,Intermediate,16,30,Blender,"coconut water:249ml,mango:166g,pineapple:45g,chia seeds:14g,mint:20g",Prepare the glassware for the american coconut water smoothie 3835|Combine coconut water with mango and pineapple|Add chia seeds and mint and mix until balanced|Finish using Blender|Serve the american coconut water smoothie 3835 immediately
3836,Asian Rum Cocktail 3836,Cocktail,Cocktail,Beginner,6,21,"Blender,Stove","rum:57g,lime juice:234ml,lemon juice:54ml,berry syrup:252ml,pineapple:151g","Prepare the glassware for the asian rum cocktail 3836|Combine rum with lime juice and lemon juice|Add berry syrup and pineapple and mix until balanced|Finish using Blender, Stove|Serve the asian rum cocktail 3836 immediately"
3837,Caribbean Apple Juice Mocktail 3837,Mocktail,Mocktail,Beginner,7,8,Stove,"apple juice:164ml,rose syrup:165ml,mint:9g,pomegranate:85g,basil:10g",Prepare the glassware for the caribbean apple juice mocktail 3837|Combine apple juice with rose syrup and mint|Add pomegranate and basil and mix until balanced|Finish using Stove|Serve the caribbean apple juice mocktail 3837 immediately
3838,Nordic Drip Coffee Coffee 3838,Coffee,Coffee,Intermediate,5,17,,"drip coffee:163ml,water:95ml,oat milk:106ml,cardamom:20g,cocoa:17g",Prepare the glassware for the nordic drip coffee coffee 3838|Combine drip coffee with water and oat milk|Add cardamom and cocoa and mix until balanced|Finish using a serving glass|Serve the nordic drip coffee coffee 3838 immediately
3839,British Oolong Tea Tea 3839,Tea,Tea,Intermediate,19,19,Blender,"oolong tea:168ml,lemon juice:60ml,mint:16g,ginger:20g,cardamom:12g",Prepare the glassware for the british oolong tea tea 3839|Combine oolong tea with lemon juice and mint|Add ginger and cardamom and mix until balanced|Finish using Blender|Serve the british oolong tea tea 3839 immediately
3840,African Milk Smoothie 3840,Smoothie,Smoothie,Beginner,16,26,Blender,"milk:258ml,pineapple:50g,mango:35g,ginger:15g,peanut butter:34g",Prepare the glassware for the african milk smoothie 3840|Combine milk with pineapple and mango|Add ginger and peanut butter and mix until balanced|Finish using Blender|Serve the african milk smoothie 3840 immediately
3841,Asian Rum Cocktail 3841,Cocktail,Cocktail,Intermediate,13,14,"Blender,Stove","rum:61g,orange juice:151ml,lime juice:227ml,mint:13g,pineapple:115g","Prepare the glassware for the asian rum cocktail 3841|Combine rum with orange juice and lime juice|Add mint and pineapple and mix until balanced|Finish using Blender, Stove|Serve the asian rum cocktail 3841 immediately"
3842,European Sparkling Water Mocktail 3842,Mocktail,Mocktail,Intermediate,10,25,,"sparkling water:103ml,lime juice:105ml,ginger:7g,watermelon:239ml,strawberry:64g",Prepare the glassware for the european sparkling water mocktail 3842|Combine sparkling water with lime juice and ginger|Add watermelon and strawberry and mix until balanced|Finish using a serving glass|Serve the european sparkling water mocktail 3842 immediately
3843,Nordic Drip Coffee Coffee 3843,Coffee,Coffee,Intermediate,5,9,,"drip coffee:106ml,almond milk:148ml,milk:72ml,brown sugar:14g,vanilla syrup:217ml",Prepare the glassware for the nordic drip coffee coffee 3843|Combine drip coffee with almond milk and milk|Add brown sugar and vanilla syrup and mix until balanced|Finish using a serving glass|Serve the nordic drip coffee coffee 3843 immediately
3844,British Oolong Tea Tea 3844,Tea,Tea,Intermediate,6,20,Blender,"oolong tea:242ml,mint:19g,milk:82ml,orange peel:56g,ice:196g",Prepare the glassware for the british oolong tea tea 3844|Combine oolong tea with mint and milk|Add orange peel and ice and mix until balanced|Finish using Blender|Serve the british oolong tea tea 3844 immediately
3845,Mediterranean Almond Milk Smoothie 3845,Smoothie,Smoothie,Beginner,10,11,Blender,"almond milk:97ml,berries:129g,oats:72g,peanut butter:86g,cocoa:13g",Prepare the glassware for the mediterranean almond milk smoothie 3845|Combine almond milk with berries and oats|Add peanut butter and cocoa and mix until balanced|Finish using Blender|Serve the mediterranean almond milk smoothie 3845 immediately
3846,Mediterranean Vodka Cocktail 3846,Cocktail,Cocktail,Intermediate,9,11,Blender,"vodka:75g,lemon juice:215ml,tonic water:232ml,cucumber:166g,pineapple:140g",Prepare the glassware for the mediterranean vodka cocktail 3846|Combine vodka with lemon juice and tonic water|Add cucumber and pineapple and mix until balanced|Finish using Blender|Serve the mediterranean vodka cocktail 3846 immediately
3847,Caribbean Sparkling Water Mocktail 3847,Mocktail,Mocktail,Beginner,11,23,Blender,"sparkling water:148ml,rose syrup:88ml,mint:14g,watermelon:54ml,basil:14g",Prepare the glassware for the caribbean sparkling water mocktail 3847|Combine sparkling water with rose syrup and mint|Add watermelon and basil and mix until balanced|Finish using Blender|Serve the caribbean sparkling water mocktail 3847 immediately
3848,Nordic Cold Brew Coffee Coffee 3848,Coffee,Coffee,Intermediate,12,12,,"cold brew coffee:23ml,water:145ml,oat milk:281ml,ice:174g,vanilla syrup:245ml",Prepare the glassware for the nordic cold brew coffee coffee 3848|Combine cold brew coffee with water and oat milk|Add ice and vanilla syrup and mix until balanced|Finish using a serving glass|Serve the nordic cold brew coffee coffee 3848 immediately
3849,British Herbal Tea Tea 3849,Tea,Tea,Intermediate,12,23,Stove,"herbal tea:294ml,mint:18g,honey:57g,ice:167g,orange peel:30g",Prepare the glassware for the british herbal tea tea 3849|Combine herbal tea with mint and honey|Add ice and orange peel and mix until balanced|Finish using Stove|Serve the british herbal tea tea 3849 immediately
3850,Tropical Almond Milk Smoothie 3850,Smoothie,Smoothie,Beginner,5,17,Blender,"almond milk:34ml,pineapple:80g,banana:80g,peanut butter:37g,chia seeds:3g",Prepare the glassware for the tropical almond milk smoothie 3850|Combine almond milk with pineapple and banana|Add peanut butter and chia seeds and mix until balanced|Finish using Blender|Serve the tropical almond milk smoothie 3850 immediately
3851,Mediterranean Whiskey Cocktail 3851,Cocktail,Cocktail,Intermediate,8,12,"Blender,Stove","whiskey:31g,soda water:169ml,ginger beer:11g,cucumber:92g,passion fruit:7g","Prepare the glassware for the mediterranean whiskey cocktail 3851|Combine whiskey with soda water and ginger beer|Add cucumber and passion fruit and mix until balanced|Finish using Blender, Stove|Serve the mediterranean whiskey cocktail 3851 immediately"
3852,European Sparkling Water Mocktail 3852,Mocktail,Mocktail,Intermediate,8,23,Stove,"sparkling water:103ml,lime juice:79ml,mint:20g,mango:50g,pomegranate:22g",Prepare the glassware for the european sparkling water mocktail 3852|Combine sparkling water with lime juice and mint|Add mango and pomegranate and mix until balanced|Finish using Stove|Serve the european sparkling water mocktail 3852 immediately
3853,Vietnamese Drip Coffee Coffee 3853,Coffee,Coffee,Beginner,17,31,Blender,"drip coffee:99ml,almond milk:286ml,condensed milk:281ml,vanilla syrup:144ml,brown sugar:73g",Prepare the glassware for the vietnamese drip coffee coffee 3853|Combine drip coffee with almond milk and condensed milk|Add vanilla syrup and brown sugar and mix until balanced|Finish using Blender|Serve the vietnamese drip coffee coffee 3853 immediately
3854,Moroccan Herbal Tea Tea 3854,Tea,Tea,Intermediate,18,29,,"herbal tea:202ml,mint:16g,milk:248ml,cinnamon:5g,cardamom:17g",Prepare the glassware for the moroccan herbal tea tea 3854|Combine herbal tea with mint and milk|Add cinnamon and cardamom and mix until balanced|Finish using a serving glass|Serve the moroccan herbal tea tea 3854 immediately
3855,Asian Almond Milk Smoothie 3855,Smoothie,Smoothie,Beginner,15,30,Blender,"almond milk:238ml,oats:28g,berries:77g,honey:15g,chia seeds:20g",Prepare the glassware for the asian almond milk smoothie 3855|Combine almond milk with oats and berries|Add honey and chia seeds and mix until balanced|Finish using Blender|Serve the asian almond milk smoothie 3855 immediately
3856,Mediterranean Whiskey Cocktail 3856,Cocktail,Cocktail,Pro,19,29,"Blender,Stove","whiskey:41g,lemon juice:205ml,orange juice:141ml,pineapple:111g,berry syrup:182ml","Prepare the glassware for the mediterranean whiskey cocktail 3856|Combine whiskey with lemon juice and orange juice|Add pineapple and berry syrup and mix until balanced|Finish using Blender, Stove|Serve the mediterranean whiskey cocktail 3856 immediately"
3857,Middle Eastern Sparkling Water Mocktail 3857,Mocktail,Mocktail,Beginner,20,21,Stove,"sparkling water:88ml,lime juice:115ml,honey:61g,watermelon:282ml,cucumber:29g",Prepare the glassware for the middle eastern sparkling water mocktail 3857|Combine sparkling water with lime juice and honey|Add watermelon and cucumber and mix until balanced|Finish using Stove|Serve the middle eastern sparkling water mocktail 3857 immediately
3858,Global Drip Coffee Coffee 3858,Coffee,Coffee,Beginner,15,21,,"drip coffee:68ml,oat milk:147ml,almond milk:133ml,ice:25g,vanilla syrup:268ml",Prepare the glassware for the global drip coffee coffee 3858|Combine drip coffee with oat milk and almond milk|Add ice and vanilla syrup and mix until balanced|Finish using a serving glass|Serve the global drip coffee coffee 3858 immediately
3859,Moroccan Black Tea Tea 3859,Tea,Tea,Intermediate,9,14,Stove,"black tea:157ml,honey:38g,lemon juice:142ml,ice:55g,ginger:4g",Prepare the glassware for the moroccan black tea tea 3859|Combine black tea with honey and lemon juice|Add ice and ginger and mix until balanced|Finish using Stove|Serve the moroccan black tea tea 3859 immediately
3860,American Yogurt Smoothie 3860,Smoothie,Smoothie,Intermediate,16,22,Blender,"yogurt:51g,oats:66g,berries:202g,cocoa:6g,chia seeds:10g",Prepare the glassware for the american yogurt smoothie 3860|Combine yogurt with oats and berries|Add cocoa and chia seeds and mix until balanced|Finish using Blender|Serve the american yogurt smoothie 3860 immediately
3861,Tropical Whiskey Cocktail 3861,Cocktail,Cocktail,Beginner,16,20,,"whiskey:48g,lime juice:51ml,orange juice:152ml,passion fruit:39g,berry syrup:152ml",Prepare the glassware for the tropical whiskey cocktail 3861|Combine whiskey with lime juice and orange juice|Add passion fruit and berry syrup and mix until balanced|Finish using a serving glass|Serve the tropical whiskey cocktail 3861 immediately
3862,European Orange Juice Mocktail 3862,Mocktail,Mocktail,Beginner,19,28,,"orange juice:60ml,lime juice:274ml,ginger:11g,mango:176g,strawberry:7g",Prepare the glassware for the european orange juice mocktail 3862|Combine orange juice with lime juice and ginger|Add mango and strawberry and mix until balanced|Finish using a serving glass|Serve the european orange juice mocktail 3862 immediately
3863,Vietnamese Drip Coffee Coffee 3863,Coffee,Coffee,Intermediate,20,23,Espresso Machine,"drip coffee:76ml,oat milk:152ml,water:104ml,ice:109g,cardamom:8g",Prepare the glassware for the vietnamese drip coffee coffee 3863|Combine drip coffee with oat milk and water|Add ice and cardamom and mix until balanced|Finish using Espresso Machine|Serve the vietnamese drip coffee coffee 3863 immediately
3864,Moroccan Matcha Powder Tea 3864,Tea,Tea,Beginner,14,25,,"matcha powder:7g,hot water:35ml,mint:8g,orange peel:20g,ginger:16g",Prepare the glassware for the moroccan matcha powder tea 3864|Combine matcha powder with hot water and mint|Add orange peel and ginger and mix until balanced|Finish using a serving glass|Serve the moroccan matcha powder tea 3864 immediately
3865,Asian Yogurt Smoothie 3865,Smoothie,Smoothie,Intermediate,11,16,Blender,"yogurt:12g,banana:139g,berries:50g,peanut butter:8g,mint:3g",Prepare the glassware for the asian yogurt smoothie 3865|Combine yogurt with banana and berries|Add peanut butter and mint and mix until balanced|Finish using Blender|Serve the asian yogurt smoothie 3865 immediately
3866,Tropical Tequila Cocktail 3866,Cocktail,Cocktail,Intermediate,9,21,Blender,"tequila:51g,tonic water:217ml,ginger beer:7g,berry syrup:281ml,mint:18g",Prepare the glassware for the tropical tequila cocktail 3866|Combine tequila with tonic water and ginger beer|Add berry syrup and mint and mix until balanced|Finish using Blender|Serve the tropical tequila cocktail 3866 immediately
3867,Middle Eastern Sparkling Water Mocktail 3867,Mocktail,Mocktail,Beginner,8,11,Stove,"sparkling water:52ml,honey:73g,mint:15g,mango:54g,pomegranate:22g",Prepare the glassware for the middle eastern sparkling water mocktail 3867|Combine sparkling water with honey and mint|Add mango and pomegranate and mix until balanced|Finish using Stove|Serve the middle eastern sparkling water mocktail 3867 immediately
3868,Latin Espresso Coffee 3868,Coffee,Coffee,Intermediate,11,17,Blender,"espresso:78ml,condensed milk:238ml,almond milk:253ml,vanilla syrup:141ml,ice:111g",Prepare the glassware for the latin espresso coffee 3868|Combine espresso with condensed milk and almond milk|Add vanilla syrup and ice and mix until balanced|Finish using Blender|Serve the latin espresso coffee 3868 immediately
